代碼,股票,ROE_5Y,EPS_5Y,毛利率_5Y,現金殖利率,股價,董監持股,ROE_Test,EPS_Test,毛利率_Test,現金殖利率_Test,股價_Test,董監持股_Test,符合數量,正負樣本
4581,光隆精密-KY,14.05,3.23,26.99,4.13,31.45,18.6,1,1,1,0,1,1,5,1
4720,德淵,4.07,0.45,19.31,1.75,16.55,30.98,0,1,0,0,1,1,3,0
4722,國精化,11.73,2.95,17.6,5.11,36.4,18.36,1,1,0,1,1,1,5,1
4737,華廣,5.07,1.82,44.06,2.99,81.6,39.46,0,1,1,0,0,1,3,0
4739,康普,8.86,3.57,11.39,1.89,123,26.42,0,1,0,0,0,1,2,-1
4746,台耀,6.13,3.86,33.03,3.22,58,11.05,0,1,1,0,1,1,4,0
4763,材料-KY,22.03,6.27,28.62,2.69,141.5,56.78,1,1,1,0,0,1,4,0
4764,雙鍵,12.14,3.59,20.97,3.64,52.8,9.54,1,1,1,0,1,0,4,0
4766,南寶,10.16,8.39,25.82,4.07,142.5,16.74,1,1,1,0,0,1,4,0
4807,日成-KY,13.13,2.14,23.84,11.33,21.45,43,1,1,1,1,1,1,6,1
4904,遠傳,13.28,2.85,33.1,4.63,74.5,32.94,1,1,1,0,1,1,5,1
4906,正文,5.52,1.45,10.39,4.04,31.9,4.02,0,1,0,0,1,0,2,-1
4915,致伸,14.84,4.6,12.2,4.07,68.8,3.64,1,1,0,0,1,0,3,0
4916,事欣科,3.93,1.53,20.8,5.45,23.65,16.89,0,1,1,1,1,1,5,1
4919,新唐,15.23,3.67,39.43,2.03,117.5,52.5,1,1,1,0,0,1,4,0
4927,泰鼎-KY,12.9,4.81,17.59,4.59,57.7,1.57,1,1,0,0,1,0,3,0
4930,燦星網,4.45,0.66,15.68,10.23,25.6,44.41,0,1,0,1,1,1,4,0
4934,太極,-30.28,-2.89,-8.41,1.39,28.8,27.17,0,0,0,0,1,1,2,-1
4935,茂林-KY,10.02,5.22,17.74,4.58,60.3,18.23,1,1,0,0,1,1,4,0
4938,和碩,9.74,6.55,3.5,6.75,63.7,6.07,0,1,0,1,1,0,3,0
4942,嘉彰,8.64,4.39,22.1,6.31,37.1,15.2,0,1,1,1,1,1,5,1
4943,康控-KY,-10.08,-0.59,27.79,16.12,15.2,33.6,0,0,1,1,1,1,4,0
4952,凌通,16.66,3.32,36.6,5.71,52.9,34.32,1,1,1,1,1,1,6,1
4956,光鋐,0.19,0.04,17.28,3.02,16.55,19.1,0,1,0,0,1,1,3,0
4958,臻鼎-KY,14.19,9.19,20.21,3.82,114,32.75,1,1,1,0,0,1,4,0
4960,誠美材,-3.83,-0.63,2.62,11.17,10.3,2.71,0,0,0,1,1,0,2,-1
4961,天鈺,18.68,8.67,25.47,3.86,115.5,8.25,1,1,1,0,0,0,3,0
4967,十銓,12.35,1.8,7.04,3.58,29.6,4.92,1,1,0,0,1,0,3,0
4968,立積,22.95,5.55,33.42,1.81,127,8.29,1,1,1,0,0,0,3,0
4976,佳凌,-0.99,-0.14,7.98,1.67,44.8,21.78,0,0,0,0,1,1,2,-1
4977,眾達-KY,15.54,5.12,24.32,3.42,121.5,18.48,1,1,1,0,0,1,4,0
4989,榮科,14.63,2.07,13.88,5.57,27.1,62.74,1,1,0,1,1,1,5,1
4994,傳奇,6.02,0.89,62.59,3.45,39.15,28.89,0,1,1,0,1,1,4,0
4999,鑫禾,10.17,4.49,31.22,7.15,39.15,17.13,1,1,1,1,1,1,6,1
5007,三星,14.77,3.16,22.8,4.94,52.6,9.68,1,1,1,0,1,0,4,0
5203,訊連,2.3,1.24,87.13,2.61,94.2,19.23,0,1,1,0,0,1,3,0
5215,科嘉-KY,14.24,6.09,28.09,8.97,43.5,11.71,1,1,1,1,1,1,6,1
5222,全訊,19.77,3.06,50.71,1.18,143.5,8.92,1,1,1,0,0,0,3,0
5225,東科-KY,4.51,1.22,10.41,3.09,27.5,1.46,0,1,0,0,1,0,2,-1
5243,乙盛-KY,7.55,2.62,15.66,2.62,64.2,35.58,0,1,0,0,1,1,3,0
5244,弘凱,15.88,2.73,43.06,6.43,28,20.24,1,1,1,1,1,1,6,1
5258,虹堡,2.78,0.15,27.1,1.2,68.4,16.62,0,1,1,0,1,1,4,0
5269,祥碩,33.72,25.93,49.46,1.91,835,35.34,1,1,1,0,0,1,4,0
5283,禾聯碩,25.36,11.6,38.36,3.8,106,24.46,1,1,1,0,0,1,4,0
5285,界霖,13.56,3.47,17.24,3.89,80,17.7,1,1,0,0,0,1,3,0
5288,豐祥-KY,19.29,8.55,18.21,2.78,165.5,58.82,1,1,0,0,0,1,3,0
5306,桂盟,23.76,10.43,43.51,2.26,163.5,38.65,1,1,1,0,0,1,4,0
5388,中磊,13.24,4,14.08,2.78,94.1,5.07,1,1,0,0,0,0,2,-1
5434,崇越,18.27,9.44,12.13,3.99,164.5,10.26,1,1,0,0,0,1,3,0
5469,瀚宇博,9.54,4.94,17.39,4.89,32.1,26.1,0,1,0,0,1,1,3,0
5471,松翰,19.23,4.06,42.11,6.43,57.2,10.95,1,1,1,1,1,1,6,1
5484,慧友,-12.9,-1.06,16.81,2.32,13.8,24.18,0,0,0,0,1,1,2,-1
5515,建國,5.79,0.94,9.68,5.58,12,27.02,0,1,0,1,1,1,4,0
5519,隆大,11.31,2.17,20.64,5.96,21.8,23.12,1,1,1,1,1,1,6,1
5521,工信,1.96,0.21,6.66,4.34,6.91,3.82,0,1,0,0,1,0,2,-1
5525,順天,7.29,1.43,29.61,3.76,23.95,19.17,0,1,1,0,1,1,4,0
5531,鄉林,0.78,0.09,32.3,0,9.06,25.74,0,1,1,0,1,1,4,0
5533,皇鼎,5.15,1.38,24.93,3.74,18.7,10.37,0,1,1,0,1,1,4,0
5534,長虹,18.12,9.84,37.91,7.63,75.8,9.98,1,1,1,1,1,0,5,1
5538,東明-KY,16.76,4.19,16.38,4.89,45,25.61,1,1,0,0,1,1,4,0
5546,永固-KY,23.42,6.32,16.56,5.48,54.2,16.41,1,1,0,1,1,1,5,1
5607,遠雄港,9.16,2.08,54.82,1.71,51.4,17.78,0,1,1,0,1,1,4,0
5608,四維航,-6.67,-0.54,8.9,4.54,26.45,9.29,0,0,0,0,1,0,1,-1
5706,鳳凰,11.23,2,19.6,2,62,26,1,1,0,0,1,1,4,0
5871,中租-KY,21.61,11.46,66.09,2.44,193.5,4.47,1,1,1,0,0,0,3,0
5906,台南-KY,8.42,1.02,57.25,1.72,31.4,24.27,0,1,1,0,1,1,4,0
5907,大洋-KY,2.15,1.17,73.87,9.66,14.6,56.83,0,1,1,1,1,1,5,1
6108,競國,7.14,1.68,13.95,8.54,16.4,12.91,0,1,0,1,1,1,4,0
6115,鎰勝,10.35,2.72,18.4,6.95,42,11.82,1,1,0,1,1,1,5,1
6116,彩晶,9.53,1.33,24.71,4.57,12.25,12.3,0,1,1,0,1,1,4,0
6117,迎廣,-4.85,-0.5,16.15,2.69,17.45,37.97,0,0,0,0,1,1,2,-1
6120,達運,-2.87,-0.41,3.06,4.18,9.57,28.65,0,0,0,0,1,1,2,-1
6128,上福,10.24,2.43,37.56,5.4,29.25,28.05,1,1,1,1,1,1,6,1
6133,金橋,-0.03,0.01,18.92,1.03,26.15,2.16,0,1,0,0,1,0,2,-1
6136,富爾特,4,0.97,19.69,7.83,18,7.81,0,1,0,1,1,0,3,0
6139,亞翔,5.02,2.07,6.96,4.61,30.4,26.39,0,1,0,0,1,1,3,0
6141,柏承,13.18,2.14,17.38,2.18,22.9,10.83,1,1,0,0,1,1,4,0
6142,友勁,-6.66,-0.7,6.04,3.63,9.65,64.16,0,0,0,0,1,1,2,-1
6152,百一,-8.4,-0.89,13.15,14.95,10.5,10.93,0,0,0,1,1,1,3,0
6153,嘉聯益,2.65,0.67,12.86,0.81,27.05,25.87,0,1,0,0,1,1,3,0
6155,鈞寶,5.22,0.85,27.41,3.63,22.6,22.74,0,1,1,0,1,1,4,0
6164,華興,-0.25,-0.02,27.33,5.05,11.1,11.39,0,0,1,1,1,1,4,0
6165,浪凡,5.05,0.59,12.54,0.04,25.95,0.08,0,1,0,0,1,0,2,-1
6166,凌華,6.24,1.32,37.99,2.22,51.3,31.18,0,1,1,0,1,1,4,0
6168,宏齊,6.95,0.97,21.75,5.91,18.95,21.94,0,1,1,1,1,1,5,1
6176,瑞儀,18.29,10.48,17.12,7.25,98.8,3.95,1,1,0,1,0,0,3,0
6177,達麗,15.5,2.7,29.74,7.07,28,5.98,1,1,1,1,1,0,5,1
6183,關貿,14.55,2.12,40.72,2.55,68.7,48.92,1,1,1,0,1,1,5,1
6184,大豐電,10.3,3,46.63,5.77,48.5,11.67,1,1,1,1,1,1,6,1
6189,豐藝,14.37,2.96,8.02,6.8,38.4,10.67,1,1,0,1,1,1,5,1
6192,巨路,14.9,6.61,31.21,4.89,70.7,8.4,1,1,1,0,1,0,4,0
6196,帆宣,14.98,5.01,11.28,2.68,120,51.85,1,1,0,0,0,1,3,0
6197,佳必琪,9.4,2.32,22.62,6.5,38.75,33.83,0,1,1,1,1,1,5,1
6201,亞弘電,10.67,2.93,20.1,6.66,39.95,15.9,1,1,1,1,1,1,6,1
6202,盛群,27.23,5.29,49.21,7.17,71.3,7.49,1,1,1,1,1,0,5,1
6205,詮欣,7.56,1.9,30.7,2.03,72.9,13.17,0,1,1,0,1,1,4,0
6206,飛捷,15.15,4.94,32.33,5.62,78.3,19.88,1,1,1,1,1,1,6,1
6213,聯茂,22.38,7.06,17.42,6.56,66.8,27.03,1,1,0,1,1,1,5,1
6214,精誠,10.48,5.6,24.96,6.97,71.7,9.36,1,1,1,1,1,0,5,1
6215,和椿,8.05,1.2,26.2,3.31,23.55,20.16,0,1,1,0,1,1,4,0
6216,居易,10.86,1.92,49.86,6.23,29.05,20.08,1,1,1,1,1,1,6,1
6224,聚鼎,16.79,4.82,46.22,6.6,58.3,22.63,1,1,1,1,1,1,6,1
6225,天瀚,-159.53,-0.1,-67.76,0,9.2,8.66,0,0,0,0,1,0,1,-1
6226,光鼎,2.09,0.24,29.81,1.45,11.75,12.31,0,1,1,0,1,1,4,0
6235,華孚,4.92,0.66,19.46,1.12,40.9,21.82,0,1,0,0,1,1,3,0
6239,力成,15.32,8.64,20.69,6.28,81.5,6.53,1,1,1,1,0,0,4,0
6243,迅杰,-8.27,-0.47,24.89,3.05,29.2,24.41,0,0,1,0,1,1,3,0
6257,矽格,13.89,3.9,28.85,5.42,48,5.18,1,1,1,1,1,0,5,1
6269,台郡,14.3,9.09,20.44,5.27,95.3,7.63,1,1,1,1,0,0,4,0
6271,同欣電,9.63,7.98,26.69,2.84,204,9.29,0,1,1,0,0,0,2,-1
6277,宏正,24.11,8.64,59.09,4.11,77.9,12.84,1,1,1,0,1,1,5,1
6278,台表科,14.39,6.5,11.19,3.22,91.2,8.66,1,1,0,0,0,0,2,-1
6281,全國電,19.94,5,18.97,5.35,82.3,12.51,1,1,0,1,0,1,4,0
6282,康舒,10.91,1.83,15.41,3.6,28.9,24.79,1,1,0,0,1,1,4,0
6283,淳安,-1.49,-0.04,17.03,0.27,37.5,47.48,0,0,0,0,1,1,2,-1
6285,啟碁,10.64,4.33,11.87,3.44,83.2,24.79,1,1,0,0,0,1,3,0
6288,聯嘉,5.36,0.7,19.59,2.28,24.6,21.2,0,1,0,0,1,1,3,0
6289,華上,-215.93,-0.51,-108.8,0,1.13,10.27,0,0,0,0,1,1,2,-1
6405,悅城,2.07,0.65,18.65,3.74,21.9,13.61,0,1,0,0,1,1,3,0
6409,旭隼,41.13,23.79,27.73,1.35,1650,17.79,1,1,1,0,0,1,4,0
6412,群電,21.64,4.84,16.73,5.02,69.7,59.47,1,1,0,1,1,1,5,1
6414,樺漢,12.11,13.7,22.36,3.14,202.5,33.81,1,1,1,0,0,1,4,0
6416,瑞祺電通,15.27,4.72,19.95,3.21,96.6,27.48,1,1,0,0,0,1,3,0
6426,統新,6.55,1.89,44.26,2.38,80,14.41,0,1,1,0,0,1,3,0
6431,光麗-KY,-11.05,-1.07,-16.3,4.8,20.85,2.72,0,0,0,0,1,0,1,-1
6438,迅得,17.58,5.54,28.33,4.17,90,13.82,1,1,1,0,0,1,4,0
6442,光聖,2.5,0.75,17.44,2.46,57.3,11.77,0,1,0,0,1,1,3,0
6443,元晶,-12.88,-1.2,0.46,0,41,1.3,0,0,0,0,1,0,1,-1
6449,鈺邦,11.37,2.63,26.24,3.87,40.05,21.98,1,1,1,0,1,1,5,1
6451,訊芯-KY,7.26,4.14,23.26,3.1,87.8,59.52,0,1,1,0,0,1,3,0
6456,GIS-KY,19.07,13.45,9.44,6.36,80.2,23.63,1,1,0,1,0,1,4,0
6464,台數科,11.99,6.57,48.2,5.07,85.4,6.61,1,1,1,1,0,0,4,0
6477,安集,9.77,1.87,20.58,1.4,55,16.35,0,1,1,0,1,1,4,0
6491,晶碩,22.12,9.95,49.44,0.91,406,41.84,1,1,1,0,0,1,4,0
6504,南六,19.76,8.9,19.92,6.54,83.2,14.09,1,1,0,1,0,1,4,0
6505,台塑化,13.98,4.91,9.53,3.12,81.4,75.82,1,1,0,0,0,1,3,0
6525,捷敏-KY,20.71,5.92,31.56,5.29,77.5,51.53,1,1,1,1,1,1,6,1
6533,晶心科,3.1,1.26,99.8,0.37,400.5,18.74,0,1,1,0,0,1,3,0
6552,易華電,11.43,2.59,18.75,4.14,37.7,52.87,1,1,0,0,1,1,4,0
6558,興能高,9.39,1.39,22.4,4.22,21.35,16.24,0,1,1,0,1,1,4,0
6573,虹揚-KY,-4.76,-0.48,11.54,1.63,15.3,1.99,0,0,0,0,1,0,1,-1
6579,研揚,9.55,5.09,31.5,4.22,86.1,60.52,0,1,1,0,0,1,3,0
6581,鋼聯,20.35,5.41,51.75,4.21,94.8,72.14,1,1,1,0,0,1,4,0
6582,申豐,28.1,12.43,36.78,11.64,62.8,49.73,1,1,1,1,1,1,6,1
6585,鼎基,4.11,1.55,20.03,3.37,62.4,37.57,0,1,1,0,1,1,4,0
6591,動力-KY,11.75,4.66,27.56,5.13,45.6,19.83,1,1,1,1,1,1,6,1
6592,和潤企業,14.49,5.11,63.98,3.16,104.5,68.36,1,1,1,0,0,1,4,0
6605,帝寶,6.39,5.2,25.74,2.33,82.4,14.78,0,1,1,0,0,1,3,0
6625,必應,-1.56,-0.28,12.81,1.51,31.1,13.59,0,0,0,0,1,1,2,-1
6641,基士德-KY,18.74,6.26,39.17,6.05,57.4,13.09,1,1,1,1,1,1,6,1
6655,科定,13.76,4.09,53.2,3.62,132.5,22.25,1,1,1,0,0,1,4,0
6666,羅麗芬-KY,23.82,6.51,62.94,5.14,68.1,43.86,1,1,1,1,1,1,6,1
6668,中揚光,6.91,1.29,37.53,2.21,43.35,24.63,0,1,1,0,1,1,4,0
6669,緯穎,48.52,36.97,6.81,2.62,765,39.99,1,1,0,0,0,1,3,0
6670,復盛應用,37.83,14.36,23.89,4.78,195,7.82,1,1,1,0,0,0,3,0
6671,三能-KY,13.09,3.61,37.98,7.44,40.3,2.67,1,1,1,1,1,0,5,1
6672,騰輝電子-KY,26.09,7.2,27.6,5.61,68.3,14.13,1,1,1,1,1,1,6,1
6674,鋐寶科技,5.76,1.48,14.35,5.14,27.25,47.71,0,1,0,1,1,1,4,0
6691,洋基工程,28.63,15.07,15.6,5.98,175,21.78,1,1,0,1,0,1,4,0
6698,旭暉應材,9.46,1.35,35.96,2.2,30.95,32.38,0,1,1,0,1,1,4,0
6706,惠特,25.21,8.2,34.72,4.05,108.5,9.69,1,1,1,0,0,0,3,0
6715,嘉基,20.58,3.49,25.3,0.84,157,51.37,1,1,1,0,0,1,4,0
6743,安普新,14.26,2.45,21.84,2.58,38.75,25.11,1,1,1,0,1,1,5,1
6754,匯僑設計,13.78,3.61,23.16,5.12,43.4,61.59,1,1,1,1,1,1,6,1
6756,威鋒電子,23.7,5.31,50.18,1.79,210.5,57.39,1,1,1,0,0,1,4,0
8011,台通,-3.12,-0.34,11.91,6.51,15.2,19.46,0,0,0,1,1,1,3,0
8016,矽創,31.11,17.24,35.28,6.37,177.5,6.54,1,1,1,1,0,0,4,0
8021,尖點,6.26,1.93,29.74,4.83,27.75,9.87,0,1,1,0,1,0,3,0
8028,昇陽半導體,9.61,1.7,29.41,2.05,64.3,5.5,0,1,1,0,1,0,3,0
8033,雷虎,-2.75,-0.32,35.56,0,18,3,0,0,1,0,1,0,2,-1
8039,台虹,9.69,3.4,21.95,6.07,41.2,11.19,0,1,1,1,1,1,5,1
8046,南電,6.79,3.72,9.75,1.26,242,66.97,0,1,0,0,0,1,2,-1
8072,陞泰,-0.63,-0.28,15.1,1.42,24.7,39.17,0,0,0,0,1,1,2,-1
8081,致新,19.36,11.13,36.82,6.12,139,10.73,1,1,1,1,0,1,5,1
8101,華冠,-34.43,-1.66,-0.29,2.31,2.6,35.53,0,0,0,0,1,1,2,-1
8103,瀚荃,8.53,2.75,29.89,3.49,36.95,11.16,0,1,1,0,1,1,4,0
8104,錸寶,17.64,4.31,21.27,4.64,39.05,33.52,1,1,1,0,1,1,5,1
8105,凌巨,-1.98,-0.33,9.72,0.89,13.45,34.65,0,0,0,0,1,1,2,-1
8110,華東,3.17,0.69,6.71,2.77,12.65,38.91,0,1,0,0,1,1,3,0
8112,至上,21.82,4.49,2.85,8.58,36.15,6.28,1,1,0,1,1,0,4,0
8114,振樺電,16.93,6.1,34.67,2.96,154.5,9.37,1,1,1,0,0,0,3,0
8131,福懋科,12.35,3.18,18.72,6.27,38.3,62.71,1,1,0,1,1,1,5,1
8150,南茂,14.26,3.74,20.85,5.72,34.25,11.74,1,1,1,1,1,1,6,1
8163,達方,11.05,3.61,17.98,6.49,41,22.9,1,1,0,1,1,1,5,1
8201,無敵,-2.78,-0.42,14.33,2.41,12.45,40.95,0,0,0,0,1,1,2,-1
8210,勤誠,21.35,6.11,25.76,4.85,76.7,12.39,1,1,1,0,1,1,5,1
8213,志超,11.46,5.43,14.63,8.02,36.8,6.6,1,1,0,1,1,0,4,0
8215,明基材,11.47,1.54,15.84,2.74,30.7,40.25,1,1,0,0,1,1,4,0
8222,寶一,-0.81,-0.07,11.05,2.45,23.3,15.84,0,0,0,0,1,1,2,-1
8249,菱光,5.71,1.54,13.49,6.06,22.1,27.24,0,1,0,1,1,1,4,0
8261,富鼎,12.89,2.73,19.18,1.69,106.5,10.8,1,1,0,0,0,1,3,0
8271,宇瞻,14.07,3.8,15.6,6.35,39.5,16.79,1,1,0,1,1,1,5,1
8341,日友,30.82,8.14,60.14,4.23,173.5,37.73,1,1,1,0,0,1,4,0
8367,建新國際,12.1,3.11,31.5,4.16,35.6,37.79,1,1,1,0,1,1,5,1
8374,羅昇,5.48,0.93,17.23,1.81,31,71.86,0,1,0,0,1,1,3,0
8404,百和興業-KY,11.55,1.9,36.63,2.92,31.55,59.78,1,1,1,0,1,1,5,1
8411,福貞-KY,1.9,0.61,10.72,1.79,15.6,4.58,0,1,0,0,1,0,2,-1
8422,可寧衛,22.12,11.38,67.1,5.56,183.5,16.35,1,1,1,1,0,1,5,1
8429,金麗-KY,0.77,0.33,9.29,2.81,9.98,24.29,0,1,0,0,1,1,3,0
8438,昶昕,5.38,1.08,10.75,2.61,30.6,50.73,0,1,0,0,1,1,3,0
8442,威宏-KY,2.74,0.79,15.4,2.24,71.5,31.01,0,1,0,0,1,1,3,0
8443,阿瘦,-8.5,-1.63,53.68,2.29,11.35,12.94,0,0,1,0,1,1,3,0
8454,富邦媒,27.85,12.25,10.09,1.42,685,55.55,1,1,0,0,0,1,3,0
8462,柏文,19.22,4.92,27.65,3.37,120,36.52,1,1,1,0,0,1,4,0
8463,潤泰材,3.25,0.5,11.48,3.53,20.1,46.72,0,1,0,0,1,1,3,0
8464,億豐,32.4,14.91,50.86,3.64,280.5,26.27,1,1,1,0,0,1,4,0
8466,美吉吉-KY,12.05,4.71,23.44,7.65,43.9,40.73,1,1,1,1,1,1,6,1
8467,波力-KY,6.11,1.75,28.68,2.62,64.9,9.87,0,1,1,0,1,0,3,0
8473,山林水,5.82,2.13,22.43,6.17,30.45,66.94,0,1,1,1,1,1,5,1
8478,東哥遊艇,12.28,3.64,28.73,0.77,275,38.81,1,1,1,0,0,1,4,0
8480,泰昇-KY,19.6,8.12,32.33,5.87,84.1,64.82,1,1,1,1,0,1,5,1
8481,政伸,25.94,5.75,48.89,7.49,60.1,36.38,1,1,1,1,1,1,6,1
8482,商億-KY,31.24,8.4,38.56,10.48,70.2,0,1,1,1,1,1,0,5,1
8488,吉源-KY,0.8,0.3,9.4,3.46,16.2,8.31,0,1,0,0,1,0,2,-1
8499,鼎炫-KY,24.11,9.93,49.13,5.72,108.5,48.51,1,1,1,1,0,1,5,1
8926,台汽電,7.86,1.6,12.35,4.35,37.5,34.16,0,1,0,0,1,1,3,0
8940,新天地,-5.85,-0.75,46.55,5.21,15.15,21.43,0,0,1,1,1,1,4,0
8996,高力,7.61,1.58,27.33,1.42,115.5,4.53,0,1,1,0,0,0,2,-1
9802,鈺齊-KY,13.25,6,19.3,1.4,193,3.41,1,1,0,0,0,0,2,-1
9902,台火,3.04,0.39,5.14,3.15,10.8,20.88,0,1,0,0,1,1,3,0
9904,寶成,8.94,3.71,24.7,4.64,29.1,7.67,0,1,1,0,1,0,3,0
9906,欣巴巴,3.5,0.41,25.25,0.27,48.25,50.07,0,1,1,0,1,1,4,0
9907,統一實,5.31,0.68,10.77,2.78,20.85,48.06,0,1,0,0,1,1,3,0
9908,大台北,6.92,1.59,22.48,3.36,32.7,12.66,0,1,1,0,1,1,4,0
9910,豐泰,32.01,6.72,23.65,2.74,171.5,17.69,1,1,1,0,0,1,4,0
9911,櫻花,18.73,3.94,35.17,4.7,62.6,9.92,1,1,1,0,1,0,4,0
9912,偉聯,-4.54,-0.44,32.47,18.33,12,6.43,0,0,1,1,1,0,3,0
9914,美利達,18.33,9.13,13.3,2.4,206,24.23,1,1,0,0,0,1,3,0
9918,欣天然,9.44,1.58,24.84,3.27,42.75,40.79,0,1,1,0,1,1,4,0
9919,康那香,7.8,1.11,19.46,4.41,18.35,25.49,0,1,0,0,1,1,3,0
9921,巨大,16.45,10.22,21.9,2.69,228,17.74,1,1,1,0,0,1,4,0
9924,福興,13.1,3.78,21.27,5.45,44,11.04,1,1,1,1,1,1,6,1
9925,新保,8.77,2.32,33.65,4.95,40,16.01,0,1,1,0,1,1,4,0
9927,泰銘,11.48,2.93,10.18,7.61,35.2,38.36,1,1,0,1,1,1,5,1
9928,中視,-23.19,-0.98,-5.87,0,29.6,51.33,0,0,0,0,1,1,2,-1
9929,秋雨,10.75,1.17,10.27,0.9,8.9,8.54,1,1,0,0,1,0,3,0
9931,欣高,10.13,1.91,18.19,2.9,39.35,24.83,1,1,0,0,1,1,4,0
9933,中鼎,10.86,2.16,6.68,4.92,47.8,9.05,1,1,0,0,1,0,3,0
9934,成霖,6.7,1.09,27.21,7.84,12.5,6.52,0,1,1,1,1,0,4,0
9935,慶豐富,13.16,1.36,18.58,2.56,17.95,10.27,1,1,0,0,1,1,4,0
9938,百和,16.41,5.45,37.35,4.75,63.6,7.39,1,1,1,0,1,0,4,0
9939,宏全,11.22,5.04,20.14,4.05,77.8,8.2,1,1,1,0,1,0,4,0
9940,信義,17.08,2.67,30.47,6.13,31,32.56,1,1,1,1,1,1,6,1
9941,裕融,17.38,9.73,48.01,3.35,156,36.08,1,1,1,0,0,1,4,0
9942,茂順,15.49,5.53,34.21,4.38,99.6,15.6,1,1,1,0,0,1,4,0
9943,好樂迪,15.48,4.23,53.83,6.9,54.5,38.23,1,1,1,1,1,1,6,1
9944,新麗,4.24,1.08,22.99,2.93,20.5,26.69,0,1,1,0,1,1,4,0
9945,潤泰新,17.81,7.47,22.38,2.65,60.3,27.81,1,1,1,0,1,1,5,1
9955,佳龍,-6.44,-1.1,0.55,3.75,21.35,39.16,0,0,0,0,1,1,2,-1
9958,世紀鋼,8.58,2.61,16.63,1.81,83.2,18.91,0,1,0,0,0,1,2,-1
