代碼,股票,ROE_5Y,EPS_5Y,毛利率_5Y,現金股利,成交價,董監持股,現金殖利率,ROE_5YF,EPS_5YF,毛利率_5YF,現金殖利率_F,股價_F,董監持股_F,Sum,判斷
2329,華泰,0.11,0.02,6.27,0.23,17.0,0.0,1.35,0,1,0,0,1,0,2,0
2330,台積電,24.37,14.59,49.63,2.75,438.0,6.56,0.63,1,1,1,0,0,0,3,0
2331,精英,-0.7,-0.21,10.74,2.4,25.2,32.5,9.52,0,0,0,1,1,1,3,0
2332,友訊,0.07,-0.1,28.28,0.28,15.45,5.3,1.81,0,0,1,0,1,0,2,0
2337,旺宏,16.28,2.51,32.0,1.28,32.15,2.76,3.98,1,1,1,0,1,0,4,1
2338,光罩,4.3,1.1,16.16,1.13,61.5,7.44,1.84,0,1,0,0,1,0,2,0
2340,台亞,8.91,1.47,29.7,1.85,33.95,23.97,5.45,1,1,1,1,1,1,6,1
2342,茂矽,-3.16,-0.05,16.67,0.25,35.3,31.36,0.71,0,0,0,0,1,1,2,0
2344,華邦電,7.03,0.97,30.96,0.66,20.2,30.14,3.27,1,1,1,0,1,1,5,1
2345,智邦,31.87,6.3,19.86,5.36,286.0,1.77,1.87,1,1,0,0,0,0,2,0
2347,聯強,14.03,3.91,3.94,3.02,54.4,22.61,5.55,1,1,0,1,1,1,5,1
2348,海悅,28.03,5.87,49.06,3.85,69.5,14.85,5.54,1,1,1,1,1,1,6,1
2349,錸德,-13.17,-1.35,6.79,0.0,7.52,3.27,0.0,0,0,0,0,1,0,1,0
2351,順德,12.11,3.42,18.36,2.38,114.0,9.92,2.09,1,1,0,0,0,0,2,0
2352,佳世達,12.43,2.26,12.87,1.39,27.3,17.6,5.09,1,1,0,1,1,1,5,1
2353,宏碁,3.27,0.64,10.55,1.21,21.8,3.67,5.55,0,1,0,1,1,0,3,0
2354,鴻準,7.59,5.9,10.7,2.56,47.4,0.83,5.4,1,1,0,1,1,0,4,1
2355,敬鵬,6.03,2.45,11.2,0.95,29.0,11.63,3.28,1,1,0,0,1,1,4,1
2356,英業達,8.86,1.78,4.87,1.54,23.0,12.46,6.7,1,1,0,1,1,1,5,1
2357,華碩,8.93,20.92,15.11,22.4,231.0,5.7,9.7,1,1,0,1,0,0,3,0
2358,廷鑫,-4.72,-0.32,4.93,0.11,14.8,10.53,0.74,0,0,0,0,1,1,2,0
2359,所羅門,3.98,0.98,20.48,0.86,24.55,23.75,3.5,0,1,1,0,1,1,4,1
2360,致茂,16.78,5.44,46.81,4.63,186.0,4.96,2.49,1,1,1,0,0,0,3,0
2362,藍天,2.15,1.45,24.99,0.99,31.6,9.1,3.13,0,1,1,0,1,0,3,0
2363,矽統,-2.98,-0.41,38.93,0.58,17.1,24.31,3.39,0,0,1,0,1,1,3,0
2364,倫飛,-25.33,-0.75,23.89,0.2,101.0,31.9,0.2,0,0,1,0,0,1,2,0
2365,昆盈,1.13,0.16,24.43,0.28,10.55,6.26,2.65,0,1,1,0,1,0,3,0
2367,燿華,1.72,0.3,11.69,0.58,19.55,7.56,2.97,0,1,0,0,1,0,2,0
2368,金像電,5.68,0.85,14.76,0.77,91.5,0.0,0.84,1,1,0,0,0,0,2,0
2369,菱生,-2.04,-0.3,6.29,0.55,13.45,4.71,4.09,0,0,0,0,1,0,1,0
2371,大同,-20.76,-0.99,10.37,0.0,32.9,1.57,0.0,0,0,0,0,1,0,1,0
2373,震旦行,18.99,6.0,43.44,6.0,80.6,52.63,7.44,1,1,1,1,0,1,5,1
2374,佳能,-2.02,-0.5,13.15,0.62,21.05,10.55,2.95,0,0,0,0,1,1,2,0
2375,凱美,15.21,5.44,20.82,2.1,51.3,7.54,4.09,1,1,1,0,1,0,4,1
2376,技嘉,11.29,4.4,16.72,5.24,84.8,10.79,6.18,1,1,0,1,0,1,4,1
2377,微星,19.96,6.96,14.01,6.06,106.5,13.95,5.69,1,1,0,1,0,1,4,1
2379,瑞昱,20.91,10.38,43.51,12.9,259.5,6.21,4.97,1,1,1,0,0,0,3,0
2380,虹光,-20.59,-2.03,23.29,0.17,12.5,8.84,1.36,0,0,1,0,1,0,2,0
2382,廣達,12.26,4.46,4.92,4.49,74.8,13.04,6.0,1,1,0,1,1,1,5,1
2383,台光電,23.41,8.88,24.24,6.27,155.0,9.23,4.05,1,1,1,0,0,0,3,0
2385,群光,18.0,6.53,17.1,5.15,84.0,10.47,6.13,1,1,0,1,0,1,4,1
2387,精元,6.04,2.01,13.97,1.48,37.15,32.21,3.98,1,1,0,0,1,1,4,1
2388,威盛,15.3,2.06,29.87,0.36,79.7,9.4,0.45,1,1,1,0,1,0,4,1
2390,云辰,-2.87,-0.32,16.19,0.35,12.5,29.14,2.8,0,0,0,0,1,1,2,0
2392,正崴,3.82,2.7,10.08,2.0,37.25,20.25,5.37,0,1,0,1,1,1,4,1
2393,億光,6.83,2.66,24.14,2.33,35.1,7.0,6.64,1,1,1,1,1,0,5,1
2395,研華,22.76,9.35,39.42,7.25,301.5,29.92,2.4,1,1,1,0,0,1,4,1
2397,友通,14.68,4.51,29.68,4.22,57.6,45.08,7.33,1,1,1,1,1,1,6,1
2399,映泰,0.73,-0.03,11.51,0.7,12.45,7.53,5.62,0,0,0,1,1,0,2,0
2401,凌陽,3.43,0.3,42.12,0.78,23.9,17.36,3.26,0,1,1,0,1,1,4,1
2402,毅嘉,0.79,0.15,7.96,0.81,17.95,14.22,4.51,0,1,0,0,1,1,3,0
2404,漢唐,31.24,11.39,16.98,11.83,154.0,9.02,7.68,1,1,0,1,0,0,3,0
2405,浩鑫,-1.77,-0.19,21.24,0.26,12.95,7.54,2.01,0,0,1,0,1,0,2,0
2406,國碩,-14.01,-2.66,7.76,0.5,18.2,7.74,2.75,0,0,0,0,1,0,1,0
2408,南亞科,21.7,8.31,37.67,3.42,50.2,29.36,6.81,1,1,1,1,1,1,6,1
2409,友達,2.39,0.72,9.22,0.72,0.0,0.0,0.0,0,1,0,0,1,0,2,0
2412,中華電,9.82,4.66,35.01,4.49,110.5,35.29,4.06,1,1,1,0,0,1,4,1
2413,環科,-3.63,-0.47,15.28,0.2,24.25,30.99,0.82,0,0,0,0,1,1,2,0
2414,精技,9.45,1.73,8.88,1.79,28.8,33.29,6.22,1,1,0,1,1,1,5,1
2415,錩新,6.68,1.31,26.64,0.84,23.95,9.69,3.51,1,1,1,0,1,0,4,1
2417,圓剛,6.66,1.13,51.01,0.49,20.9,17.31,2.34,1,1,1,0,1,1,5,1
2419,仲琦,9.29,1.21,21.79,0.87,27.25,90.7,3.19,1,1,1,0,1,1,5,1
2420,新巨,16.17,3.22,37.83,2.61,38.9,22.71,6.71,1,1,1,1,1,1,6,1
2421,建準,16.13,2.68,22.1,1.98,38.9,7.5,5.09,1,1,1,1,1,0,5,1
2423,固緯,12.36,1.92,49.59,1.5,25.1,8.94,5.98,1,1,1,1,1,0,5,1
2424,隴華,-28.59,-3.18,-143.75,0.0,21.15,54.39,0.0,0,0,0,0,1,1,2,0
2425,承啟,6.7,1.06,6.16,0.61,23.3,28.71,2.62,1,1,0,0,1,1,4,1
2426,鼎元,7.18,1.0,19.34,0.79,16.05,8.01,4.92,1,1,0,0,1,0,3,0
2427,三商電,4.36,0.51,28.77,0.33,11.35,53.44,2.91,0,1,1,0,1,1,4,1
2428,興勤,18.57,8.54,37.92,4.72,119.0,21.26,3.97,1,1,1,0,0,1,4,1
2429,銘旺科,-18.72,-1.6,10.12,0.0,11.55,33.4,0.0,0,0,0,0,1,1,2,0
2430,燦坤,6.28,1.8,15.47,1.67,42.0,31.5,3.98,1,1,0,0,1,1,4,1
2431,聯昌,-1.14,-0.13,10.38,0.38,10.8,34.79,3.52,0,0,0,0,1,1,2,0
2433,互盛電,12.33,3.73,31.45,3.58,47.0,27.31,7.62,1,1,1,1,1,1,6,1
2434,統懋,-33.98,-1.85,-32.97,0.0,28.3,79.31,0.0,0,0,0,0,1,1,2,0
2436,偉詮電,8.03,1.26,24.94,1.54,42.75,0.0,3.6,1,1,1,0,1,0,4,1
2438,翔耀,0.96,-0.32,28.77,0.0,13.95,39.55,0.0,0,0,1,0,1,1,3,0
2439,美律,23.26,11.86,15.41,8.21,89.3,8.36,9.19,1,1,0,1,0,0,3,0
2440,太空梭,4.35,0.36,7.94,0.13,12.35,40.19,1.05,0,1,0,0,1,1,3,0
2441,超豐,14.86,4.11,26.46,3.22,49.5,43.93,6.51,1,1,1,1,1,1,6,1
2442,新美齊,7.0,0.89,17.78,0.17,12.5,26.02,1.36,1,1,0,0,1,1,4,1
2443,昶虹,-30.67,-2.14,-9.28,0.0,2.9,9.33,0.0,0,0,0,0,1,0,1,0
2444,兆勁,-3.04,-0.28,13.29,0.24,11.8,0.0,2.03,0,0,0,0,1,0,1,0
2449,京元電子,10.89,2.27,27.92,1.99,31.5,0.0,6.32,1,1,1,1,1,0,5,1
2450,神腦,10.41,2.44,11.92,1.91,30.0,33.53,6.37,1,1,0,1,1,1,5,1
2451,創見,10.5,4.9,22.65,4.91,66.4,3.9,7.39,1,1,1,1,1,0,5,1
2453,凌群,5.6,1.04,22.79,1.12,24.45,21.94,4.58,1,1,1,0,1,1,5,1
2454,聯發科,9.37,16.94,39.12,27.9,566.0,2.69,4.93,1,1,1,0,0,0,3,0
2455,全新,16.25,2.42,38.48,2.82,58.2,6.08,4.85,1,1,1,0,1,0,4,1
2457,飛宏,-2.84,-0.47,12.22,1.88,38.2,28.33,4.92,0,0,0,0,1,1,2,0
2458,義隆,23.49,5.6,44.93,7.38,84.2,0.0,8.76,1,1,1,1,0,0,4,1
2459,敦吉,10.23,4.07,14.69,3.16,50.9,14.21,6.21,1,1,0,1,1,1,5,1
2460,建通,-2.36,-0.33,10.26,0.55,14.2,52.81,3.87,0,0,0,0,1,1,2,0
2461,光群雷,2.93,0.67,23.25,0.68,18.1,8.33,3.76,0,1,1,0,1,0,3,0
2462,良得電,3.55,0.66,10.65,0.64,25.6,0.0,2.5,0,1,0,0,1,0,2,0
2464,盟立,15.99,3.14,18.16,2.3,37.7,13.36,6.1,1,1,0,1,1,1,5,1
2465,麗臺,-16.24,-0.8,13.4,0.2,28.25,0.0,0.71,0,0,0,0,1,0,1,0
2466,冠西電,0.55,0.06,10.2,0.0,32.3,10.27,0.0,0,1,0,0,1,1,3,0
2467,志聖,16.57,2.57,32.21,2.4,46.5,4.22,5.16,1,1,1,1,1,0,5,1
2468,華經,3.72,0.6,11.79,0.44,17.35,65.36,2.54,0,1,0,0,1,1,3,0
2471,資通,9.53,1.49,37.17,1.47,26.55,13.46,5.54,1,1,1,1,1,1,6,1
2472,立隆電,13.75,3.96,25.92,2.43,49.5,0.0,4.91,1,1,1,0,1,0,4,1
2474,可成,15.31,27.1,35.96,11.24,172.5,3.79,6.52,1,1,1,1,0,0,4,1
2476,鉅祥,8.18,1.93,28.06,1.49,46.6,9.75,3.2,1,1,1,0,1,0,4,1
2477,美隆電,8.32,1.4,22.76,1.34,18.55,24.03,7.22,1,1,1,1,1,1,6,1
2478,大毅,10.8,3.26,24.75,2.42,41.0,14.46,5.9,1,1,1,1,1,1,6,1
2480,敦陽科,14.44,3.5,26.33,4.42,81.4,8.91,5.43,1,1,1,1,0,0,4,1
2481,強茂,8.0,1.47,21.84,1.41,57.2,16.3,2.47,1,1,1,0,1,1,5,1
2482,連宇,-1.45,-0.18,41.63,0.19,22.4,20.88,0.85,0,0,1,0,1,1,3,0
2483,百容,6.19,1.35,24.57,1.06,27.2,15.49,3.9,1,1,1,0,1,1,5,1
2484,希華,6.42,1.19,19.82,1.18,33.4,8.85,3.53,1,1,0,0,1,0,3,0
