代碼,股票,ROE_5Y,EPS_5Y,毛利率_5Y,ROE_2017,ROE_2018,ROE_2019,ROE_2020,ROE_2021,毛利率_2017,毛利率_2018,毛利率_2019,毛利率_2020,毛利率_2021,負債比_2017,負債比_2018,負債比_2019,負債比_2020,負債比_2021,稅後淨利率_2017,稅後淨利率_2018,稅後淨利率_2019,稅後淨利率_2020,稅後淨利率_2021,現金股利,成交價,董監持股,現金殖利率,ROE_Test,EPS_Test,毛利率_Test,現金殖利率_Test,成交價_Test,董監持股_Test,符合數量,正負樣本
1907,永豐餘,7.88,1.9,18.37,5.01,4.33,5.44,12.11,12.51,17.99,15.3,16.81,20.46,21.28,61.34,60.3,58.06,52.91,51.77,3.19,2.56,3.56,9.02,9.1,0.98,23.55,5.79,4.16,0,1,0,0,1,0,2,-1
1909,榮成,7.11,1.48,16.05,16.82,3.64,2.28,3.91,8.91,20.57,13.85,13.73,15.68,16.43,62.9,69.21,68.28,65.49,64.96,8.46,1.74,1.05,2.23,4.16,0.87,14.85,36.49,5.86,0,1,0,1,1,1,4,0
2002,中鋼,7.52,1.46,11.26,6.18,8.27,3.06,0.69,19.41,11.34,12.19,7.6,4.8,20.35,50.29,49.18,50.17,49.2,43.76,5.89,6.96,2.82,0.72,14.71,1.16,26.45,20.15,4.39,0,1,0,0,1,1,3,0
2006,東和鋼鐵,10.32,2.73,12.22,7.15,3.7,6.45,13.68,20.62,11.97,8.36,9.21,15.45,16.11,41.8,50.55,49.04,37.62,46.33,5.36,2.24,3.47,8.3,10.07,2.37,50.2,0,4.72,1,1,0,0,1,0,3,0
2007,燁興,-4.56,-0.48,1.87,-5.57,0.24,-10.63,-7.03,0.18,3.34,4.48,-3.59,-2.92,8.05,82.19,70.92,72.97,42.62,43.31,-2.31,0.12,-9.96,-8.67,0.19,0.04,10.1,73.56,0.4,0,0,0,0,1,1,2,-1
2008,高興昌,-3.97,-0.49,2.16,-7.88,-7.03,-5.16,-1.26,1.47,-2.15,-1.52,-0.38,2.29,12.55,51.19,54.77,52.64,58.39,59.47,-17.68,-12.48,-10.87,-3.41,2.72,0,16.25,34.45,0,0,0,0,0,1,1,2,-1
2009,第一銅,3.31,0.42,2.85,7.45,2.21,-2.72,1.93,7.69,7.36,1.41,-3.6,-0.94,10.01,32.4,29.62,30.55,24.67,22.25,8.85,2.74,-3.9,3.5,13.13,0.76,22.2,39.44,3.42,0,1,0,0,1,1,3,0
2010,春源,4.74,0.81,6.73,3.59,2.22,2.16,4.83,10.9,6.51,5.48,5.69,7,8.99,35.82,38.73,38.29,39.82,48.8,2.33,1.32,1.39,2.72,4.73,0.65,14.65,19.48,4.44,0,1,0,0,1,1,3,0
2012,春雨,11.96,1.56,16.37,7.81,13.52,12.37,6.21,19.87,16.79,17.22,16.08,14.27,17.49,60.97,59.86,60.47,61.55,63.22,3.5,5.75,5.72,3.27,7.4,0.92,22.55,27.94,4.08,1,1,0,0,1,1,4,0
2013,中鋼構,6.31,1.49,3.38,1.29,2.8,3.7,13.87,9.89,2.08,1.75,2.4,4.86,5.82,71.09,75.05,70.26,67.35,62.72,0.33,0.58,0.94,4.76,3.09,1.26,52.2,43.18,2.41,0,1,0,0,1,1,3,0
2014,中鴻,16.88,1.75,7.94,24.43,22.73,0.07,3.55,33.6,9.53,9.09,3.08,3.95,14.04,61.99,55.83,52.18,43.79,39.8,6.39,6.29,0.03,1.44,11.82,0.76,21.3,40.59,3.57,1,1,0,0,1,1,4,0
2015,豐興,15.22,4.91,13.62,15.94,16.24,10.63,13.88,19.41,15.42,13.51,10.33,14.1,14.73,14.82,18.26,14.81,15.41,17.76,11.01,9.53,7.08,9.6,10.52,3.8,59.5,0,6.39,1,1,0,1,1,0,4,0
2017,官田鋼,3.83,0.61,13.62,7.07,2.76,-2.98,1.28,11.01,17.04,10.8,6.55,11.04,22.68,33.27,38.92,39.89,43.84,45.6,8.47,2.96,-3.9,1.89,15.58,0.42,12.7,23.02,3.31,0,1,0,0,1,1,3,0
2020,美亞,14.27,2.01,11.5,11.87,9.81,14.17,12.5,23,15.04,8.98,10.73,9.67,13.08,44.23,47.36,50.32,53.61,55.43,8.01,6.58,9.71,7.73,11.87,1.87,23.95,0,7.81,1,1,0,1,1,0,4,0
2022,聚亨,-2.64,-0.28,7.24,-0.14,0.12,-17.22,-4.03,8.06,8.61,5.54,2.17,6.72,13.14,62.11,60.58,38.45,33.21,27.67,-0.1,0.07,-8.75,-2.77,4.43,0,7.97,5.67,0,0,0,0,0,1,0,1,-1
2023,燁輝,3.7,0.66,8.14,4.49,0.89,-5.96,1.87,17.19,8.85,8,4.27,7.49,12.11,66.02,65.95,67.23,66.88,65.42,1.89,0.36,-2.85,0.93,5.8,0.28,13.75,4.15,2.04,0,1,0,0,1,0,2,-1
2024,志聯,6.19,0.75,12.44,8.79,6.31,1.47,2.36,12.01,15.48,12.63,8.36,8.47,17.25,45.96,48.57,46.37,40.9,37.67,7.13,5.17,1.38,2.27,9.39,0.64,18.5,30.4,3.46,0,1,0,0,1,1,3,0
2025,千興,-10.03,-0.34,-4.19,11.97,-46.82,-24.52,-39.54,48.77,5.42,-1.36,-13.82,-23.49,12.32,37.57,61.48,67.38,75.26,64.22,4.26,-18.11,-15.4,-26.09,11.18,0,4.62,13.81,0,0,0,0,0,1,1,2,-1
2027,大成鋼,12.36,2.78,20.57,8.96,21.85,5.95,-0.28,25.31,17.69,21.75,18.34,15.08,30,70.39,54.51,64.84,62.34,50.1,2.23,7.96,3.09,-0.17,11.93,1.48,38.1,6.53,3.88,1,1,1,0,1,0,4,0
2028,威致,28.03,2.22,8.86,41.75,24.6,8.35,22.16,43.29,9.14,6.47,3.61,8.34,16.74,70.38,66.8,60.07,54.21,45.54,6.53,4.63,2.02,6.93,12.25,0.5,23.3,13.22,2.15,1,1,0,0,1,1,4,0
2029,盛餘,5.22,1.49,9.82,8.21,1.09,0.35,2.88,13.58,12.72,6.27,5.9,9.24,14.96,12.96,9.36,9.21,11.48,15.2,5.44,0.86,0.3,2.7,8.93,1.04,23.3,65.76,4.46,0,1,0,0,1,1,3,0
2030,彰源,13.24,1.91,12.72,15.46,14.11,6.69,2.74,27.18,12.74,13.34,10.17,8.88,18.48,64.86,61.7,62.45,66.49,65.66,4.26,4.06,2.24,1.03,7.9,1,23.3,24.03,4.29,1,1,0,0,1,1,4,0
2031,新光鋼,14.71,3.67,11.13,17.82,14.58,1.68,11.34,28.12,13.34,9.87,2.08,8.25,22.1,53.12,58.14,57.67,59.28,55.22,12.85,11.32,1.39,8.58,19.65,2.04,33.3,16,6.13,1,1,0,1,1,1,5,1
2032,新鋼,3.75,0.49,5.59,0.92,1,2.86,4.49,9.48,4.23,3.96,5.16,5.98,8.62,18.39,16.73,16.18,17.72,19.02,0.55,0.53,1.67,2.33,4.78,0.46,18.15,26.16,2.53,0,1,0,0,1,1,3,0
2033,佳大,2.14,0.26,11.78,2.48,1.24,3.67,1.92,1.41,14.56,11.56,9.23,13.4,10.17,17.25,21.22,17.8,12.86,20.23,3.07,1.46,4.38,2.61,1.74,0.24,12.8,14.29,1.88,0,1,0,0,1,1,3,0
2034,允強,9.91,1.93,11.24,10.86,11.79,8.14,5.12,13.63,10.36,10.56,9.7,9.32,16.27,37.14,32.36,38.66,31.21,50.72,4.24,4.76,3.82,3.33,7.09,1.62,27.05,17.62,5.99,0,1,0,1,1,1,4,0
2038,海光,0.71,0.2,2.22,-0.26,-5.12,-7.23,4.28,11.89,3.78,-2.16,-2.38,4.69,7.17,46.99,54.92,56.35,57.36,56.46,-0.2,-2.5,-3.26,1.97,4.33,0.68,19.15,32.67,3.55,0,1,0,0,1,1,3,0
2049,上銀,12.51,10.13,34.45,14.34,23.83,6.82,6.66,10.91,35.83,39.65,33.52,27.23,36,55.82,50.02,51.06,42.98,40.3,10.64,16.67,8.12,7.99,11.57,3.76,175.5,0,2.14,1,1,1,0,0,0,3,0
2059,川湖,14.48,15.7,52.96,10.42,18.84,14.99,10.66,17.47,53.33,52.45,53.75,52.38,52.9,11.19,10.1,15.68,16.85,18.33,22.11,40.04,32,24.26,32.68,7.9,466.5,16.59,1.69,1,1,1,0,0,1,4,0
2062,橋椿,2.65,0.89,12.86,3.96,2.04,1.31,-1.48,7.43,18.57,12.33,10.04,9.04,14.34,58,57.71,56.79,58.59,54.14,3.6,1.63,1.14,-1.07,4.52,0.26,22.75,14.93,1.14,0,1,0,0,1,1,3,0
2069,運錩,11,2.5,8.01,7.55,26.31,0.22,1.22,19.72,7.97,5.86,5.88,6.81,13.55,62.5,55.06,58.87,61.27,61.82,2.45,10.18,0.09,0.54,5.19,1.46,21,28.44,6.95,1,1,0,1,1,1,5,1
2101,南港,4.76,0.64,18.67,5.66,1.72,10.77,7.86,-2.21,18.7,15.63,18.52,24.04,16.45,54.12,55.7,61.26,66.32,69.86,5.59,1.76,10.22,8.71,-3.01,0.48,36.6,4.28,1.31,0,1,0,0,1,0,2,-1
2102,泰豐,-13.11,-2.1,2.03,-7.39,-14.36,-8.73,1.5,-36.57,12.35,6.93,15.1,22.82,-47.07,41.27,43.46,46.19,48.25,54.13,-12.5,-24.47,-14.74,1.95,-150.52,0.13,20,34.75,0.65,0,0,0,0,1,1,2,-1
2103,台橡,8.7,1.63,13.4,5.07,7.4,4.9,1.33,24.81,10.48,11.73,11.68,12.23,20.9,43.3,44.16,49.4,45.82,38.7,2.67,4.15,2.83,0.9,13.72,1.04,26.2,14.15,3.97,0,1,0,0,1,1,3,0
2104,國際中橡,7.86,2.66,24.59,11.54,12.34,3.5,1.98,9.94,27.69,26.92,19.43,20.7,28.21,43.69,35.4,33.55,32.61,38.76,11.44,13.31,5.23,3.95,13.94,0.76,19.4,0,3.92,0,1,1,0,1,0,3,0
2105,正新,5.89,1.47,22.8,6.55,4.39,4.46,7.55,6.52,22.86,22.27,21.88,24.93,22.05,53.71,54.33,52.47,46.49,45.58,4.99,3.27,3.21,6.24,5.21,1.26,35,8.1,3.6,0,1,1,0,1,0,3,0
2106,建大,4.11,0.88,20.6,1.62,3.61,5.36,5.13,4.85,19.85,17.94,20.41,24.29,20.49,53.12,52.64,55.3,54.92,59.56,1.08,2.19,3.15,3.21,2.63,0.92,31.75,25.01,2.9,0,1,1,0,1,1,4,0
2107,厚生,4.76,1.5,28.75,1.72,2.04,5.09,8.2,6.73,31.2,24.06,24.49,32.36,31.62,27.14,26.66,16.75,8.77,8.98,10.96,15.71,19.95,27.47,27.84,0.97,20.2,24.6,4.8,0,1,1,0,1,1,4,0
2108,南帝,28.01,5.98,33.14,12.52,20.56,17.39,36.14,53.46,19.11,23.57,25.99,44.98,52.05,18.46,18.35,18.04,21.67,19.27,7.54,11.53,11.96,25.14,31.87,3.18,36.1,38.06,8.81,1,1,1,1,1,1,6,1
2109,華豐,1.21,-0.21,20.27,-19.09,-3.82,3.64,12.91,12.43,18.79,17.68,18.53,23.74,22.6,44.81,44.35,43.56,43.79,46.27,-15.17,-2.91,2.82,11.51,10.09,0.38,14.2,14.91,2.68,0,0,1,0,1,1,3,0
2114,鑫永銓,21.09,7.26,38.13,15.17,17.44,17.21,21.49,34.15,35.49,34.73,36.66,41.63,42.14,19.11,12.95,14.47,13.41,14.75,20.74,21.41,24.08,32.8,49.99,5.4,101.5,15.5,5.32,1,1,1,1,0,1,5,1
2115,六暉-KY,14.16,3.86,23.74,12.93,9.42,10.68,23.7,14.06,25.73,21.34,22.64,24.08,24.9,33.05,34.17,44.52,42.45,42.74,10.36,7.93,8.9,22.86,11.75,1.64,30.5,7.73,5.38,1,1,1,1,1,0,5,1
2201,裕隆,-1.34,-1.21,20.43,3.89,4.74,-34.68,7.94,11.42,21.26,21.52,6.84,22.54,30.01,69.38,72.83,81.82,78.47,78.17,3.27,4.37,-28.59,5.86,9.92,0.85,40.75,35.88,2.09,0,0,1,0,1,1,3,0
2204,中華,5.69,3.39,16.53,8.47,7.06,-4.71,8.06,9.57,16.74,17.76,16.37,15.89,15.87,14.28,13.53,18.07,16.28,15.37,11.67,11.16,-7.2,11.47,14.15,3.52,40.65,47.64,8.66,0,1,0,1,1,1,4,0
2206,三陽工業,9.65,1.86,18.01,3.21,5.05,14.94,13.11,11.95,17.49,16.9,17.44,19.15,19.06,60.04,62.29,62.94,63.5,63.85,1.58,2.31,6.57,5.03,4.72,1.13,37.35,0,3.03,0,1,0,0,1,0,2,-1
2207,和泰車,21.08,22.69,0,21.93,20.51,20.3,20.73,21.93,0,0,0,0,0,73.44,74.61,70.41,71.1,72.98,0,0,0,0,0,15,561,19.22,2.67,1,1,0,0,0,1,3,0
2208,台船,-34.07,-4.81,-12.94,-63.23,-50.14,-29.18,-27.91,0.1,-34.88,-19.93,-7.2,-5.57,2.9,71.37,73.78,81.59,86.55,69.66,-35.86,-23.82,-10.98,-6.33,0.05,0.66,16,41.2,4.12,0,0,0,0,1,1,2,-1
2227,裕日車,27.83,19.59,15.16,31.08,28.28,34.65,30.25,14.88,18.62,17.04,14.92,13.8,11.41,17.78,21.62,24.49,21.93,22.93,19.99,18.84,22.41,22.05,12.27,17.51,188.5,87.83,9.29,1,1,0,1,0,1,4,0
2228,劍麟,10.85,5.4,25.65,14.86,13.37,17.03,2.59,6.38,29.24,27.51,27.54,21.75,22.23,21.46,23.26,22.55,32.99,30.01,12.72,11.89,14.34,2.89,6.49,3.66,74,25.63,4.95,1,1,1,0,1,1,5,1
2231,為升,19.07,6.75,46.26,28.14,27.4,21.76,6.18,11.85,53.25,48.39,50.6,38.09,40.95,45.08,40.47,37.04,52.59,51.28,27.3,25.84,22.66,7.49,11.95,4.87,163,23.1,2.99,1,1,1,0,0,1,4,0
2233,宇隆,14.97,7.08,35.72,16.9,16.21,10.99,13.04,17.73,40.06,37.66,32.9,32.43,35.55,28.39,26.28,31.08,33.69,36.3,16.58,16.17,12.48,14.15,16.39,4.04,98.2,21.58,4.11,1,1,1,0,0,1,4,0
2236,百達-KY,7.23,2.01,26.51,12.01,12.57,3.9,2.08,5.57,29.52,27.78,24.37,24.83,26.04,44.51,37.33,42.66,42.63,43.02,7.71,7.49,2.91,2.31,5.15,1.04,19.85,20.94,5.24,0,1,1,1,1,1,5,1
2239,英利-KY,8.89,6.96,17.57,12.35,11.68,7.31,6.22,6.87,20.84,19.41,16.84,15.97,14.79,54.85,56.8,56.66,58.46,53.07,7.17,6.64,4.35,3.81,4.84,3.05,71.3,39.02,4.28,0,1,0,0,1,1,3,0
2241,艾姆勒,0.65,0.03,20.48,-2.97,5.08,7.29,0.47,-6.64,20.85,23.81,25.86,19,12.86,55.82,57.54,46.61,29.02,45.32,-6.47,10.79,9.53,0.77,-9.64,0.3,30.25,12.99,0.99,0,1,1,0,1,1,4,0
2243,宏旭-KY,-14.02,-2.15,3.88,4.63,-3.45,-14.64,-41.4,-15.25,13.46,12.26,7.77,-19.23,5.12,74.71,75.62,75.02,85.88,87.99,2.01,-1.66,-7.42,-37.6,-5.3,0.3,13.9,26.5,2.16,0,0,0,0,1,1,2,-1
2247,汎德永業,10.21,12.79,11.81,11.99,9.02,8.55,10.73,10.75,11.77,11.58,11.79,11.88,12.05,27.6,29.85,46.09,38.78,40.6,2.78,2.34,2.17,2.71,2.94,9.39,207,35.06,4.54,1,1,0,0,0,1,3,0
2301,光寶科,11.79,3.78,15.46,3.44,10.73,12.6,13.21,18.95,12.91,13.09,15.36,17.43,18.5,61.17,62.12,60.01,57.89,60.3,1.23,3.85,5.29,6.26,8.45,2.52,63.2,6.03,3.99,1,1,0,0,1,0,3,0
2302,麗正,2.15,0.22,33.9,-2.06,1.69,0.03,6.3,4.8,32.49,33.97,30.47,38.85,33.74,17.8,16.86,17.17,18.99,16.29,-7.56,5.31,0.09,13.91,11.39,0.26,15.8,25.73,1.65,0,1,1,0,1,1,4,0
2303,聯電,8.17,1.84,20.69,3.06,1.26,2.96,12.27,21.32,18.12,15.1,14.38,22.05,33.82,45.69,43.35,44.02,37.55,39.45,4.44,1.75,4.14,15.37,25.87,1.34,35.35,6.32,3.79,0,1,1,0,1,0,3,0
2305,全友,5.45,0.52,32.17,25.65,-0.57,0.27,0.98,0.9,32.26,33.44,29.78,32.69,32.69,21.39,14.51,23.9,23.65,22.32,80.6,-2.18,1.18,3.7,3.19,0,25.55,21.54,0,0,1,1,0,1,1,4,0
2308,台達電,14.87,8.62,28.26,14.28,13.65,15.25,15.52,15.63,27.18,26.81,27.78,30.86,28.67,46.61,46.76,43.94,46.91,49.02,8.39,7.87,8.92,9.69,9.06,5.2,252,7.33,2.06,1,1,1,0,0,0,3,0
2312,金寶,1.94,0.23,6.31,2.51,3.63,1.75,0.95,0.87,6.24,6.44,6.34,6.21,6.33,68.92,73.2,73.35,74.83,76.04,0.58,0.74,0.33,0.19,0.16,0.28,13.35,9.28,2.1,0,1,0,0,1,0,2,-1
2313,華通,15.24,3.29,16.66,16.6,10.36,15.52,16.99,16.71,14.99,14.22,17.8,18.18,18.09,59.44,59.26,57.95,56.1,55.04,6.63,4.72,6.8,7.71,8.15,1.3,44.25,9.17,2.94,1,1,0,0,1,0,3,0
2314,台揚,-3.21,-0.28,15.39,6.3,1.88,0.06,-3.76,-20.54,15.33,13.38,16.42,18.73,13.11,51.83,53.37,47.15,55.19,70.05,2.13,0.65,0.03,-2.42,-11.45,0.1,38.4,23.93,0.26,0,0,0,0,1,1,2,-1
2316,楠梓電,4.89,1.79,6.69,-0.11,4.2,7.61,5.67,7.1,7.11,7.39,6.71,3.98,8.26,39.31,40.75,41.32,41.54,44.37,-0.16,5.44,10.8,8.65,9.97,1.7,24.5,19.61,6.94,0,1,0,1,1,1,4,0
2317,鴻海,9.97,8.35,6.06,11.74,10.37,9.68,7.96,10.1,6.44,6.27,5.91,5.65,6.04,65.61,60.59,57.85,59.88,59.75,2.88,2.45,2.47,2.13,2.57,3.88,101,12.58,3.84,0,1,0,0,0,1,2,-1
2321,東訊,-8.72,-0.42,14.59,-12.23,-9.66,-19.12,-6.35,3.76,10.73,10.05,12.52,17.02,22.62,75.43,71.54,72.5,74.83,76.57,-2.18,-2.29,-7.41,-3.23,1.68,0,5.75,30.87,0,0,0,0,0,1,1,2,-1
2323,中環,-0.23,0.01,13.57,-5.53,2.17,0.86,0.64,0.69,0.57,7.15,15.88,21.31,22.93,24.5,23.13,23.27,22.11,23.65,-12.31,4.86,2.38,1.33,1.51,0.2,7.14,9.14,2.8,0,1,0,0,1,0,2,-1
2324,仁寶,8.35,2,3.39,5.57,8.65,6.93,9.02,11.57,3.6,3.16,3.46,3.38,3.36,70.1,71.7,70.01,75.16,77.37,0.69,0.99,0.81,0.99,1.11,1.44,21.45,5.45,6.71,0,1,0,1,1,0,3,0
2327,國巨,33.2,37.27,42.28,24.6,74.56,13.35,22.47,31,32.54,63.31,35.78,39.39,40.36,55.04,51.58,52.02,62.03,62.01,20.71,43.86,17.07,19.21,21.54,18.59,281,7.57,6.62,1,1,1,1,0,0,4,0
2328,廣宇,8.46,1.75,9.52,7.22,11.01,9.19,6.23,8.65,8.33,8.66,9.22,10.44,10.94,41.76,45.77,42,38.16,42.05,3.25,4.97,4.5,3.85,4.8,0.91,32.1,3.91,2.83,0,1,0,0,1,0,2,-1
2329,華泰,2.23,0.35,7.67,-11.59,-2,10.16,-3.89,18.47,1.31,3.5,10.12,5.03,18.41,66.13,67.14,61.89,47.51,47.28,-5.15,-0.73,3.36,-1.92,9.6,0.23,16.35,0,1.41,0,1,0,0,1,0,2,-1
2330,台積電,25.2,16.61,49.94,23.56,21.95,20.93,29.84,29.7,50.62,48.28,46.05,53.1,51.63,23.55,19.74,28.38,32.97,41.73,35.11,34.05,32.28,38.69,37.61,2.75,417,6.56,0.66,1,1,1,0,0,0,3,0
2331,精英,0.8,0.15,9.57,1.89,0.19,0.48,0.6,0.86,10.13,7.92,10.94,10.51,8.33,46.35,52.46,52.82,53.32,56.44,0.75,0.07,0.19,0.25,0.29,2.4,26,32.5,9.23,0,1,0,1,1,1,4,0
2332,友訊,2.48,0.27,28.43,-1.78,1.53,-4.76,14.04,3.39,26.91,28.9,27.89,31.46,26.98,45.32,45.38,43.19,38.93,37.93,-0.89,0.75,-2.6,8.63,2.05,0.28,14.55,5.3,1.92,0,1,1,0,1,0,3,0
2337,旺宏,22.32,3.82,35.49,25.68,32.11,9.44,15.51,28.85,36.95,37.69,27.48,33.69,41.62,44.21,46.89,46.43,45.07,39.09,16.13,24.34,8.61,13.38,23.65,1.28,31,2.76,4.13,1,1,1,0,1,0,4,0
2338,光罩,9.96,2.37,19.99,-3.11,5.77,10.95,14.88,21.32,17.08,21.8,17.66,20.21,23.19,20.29,33.4,45.49,62.33,69.78,-6.21,5.05,8.99,10.42,14.59,1.13,54,7.44,2.09,0,1,0,0,1,0,2,-1
2340,台亞,8.63,1.58,30.33,8.88,8.85,8.17,7.69,9.54,29.59,30.23,30.24,29.4,32.18,26.97,26.13,29.48,27.7,21.45,12.03,12.17,11.16,10.29,13.5,1.85,33.45,23.97,5.53,0,1,1,1,1,1,5,1
2342,茂矽,1.96,0.33,18.34,-3.41,10.12,-18.52,10.63,10.99,16.86,19.17,7.88,22.68,25.09,51.42,36.86,28.82,26.49,40.26,-2.19,9.91,-29.24,11.89,12.71,0.25,34.45,31.36,0.73,0,1,0,0,1,1,3,0
2344,華邦電,9.29,1.5,33.79,10.9,12.31,2.31,2.26,18.68,34.3,37.41,26.48,28.08,42.66,30.06,33.48,39.07,43.99,41.05,12.24,15.1,3.03,2.5,15.06,0.66,19.7,30.14,3.35,0,1,1,0,1,1,4,0
2345,智邦,33.7,7.29,19.57,27.64,29.63,42.89,37.01,31.33,19.72,18.05,19.85,21.21,19.03,48.53,54.07,56.63,53.47,55.59,7.01,6.85,8.93,9.27,7.89,5.36,266.5,1.77,2.01,1,1,0,0,0,0,2,-1
2347,聯強,17.49,5.39,4.09,14.15,14.38,14.25,15.7,28.97,3.53,3.78,4.33,4.52,4.31,66.31,66.54,64.83,64.4,67.33,1.76,1.8,2.12,2.55,4.35,3.02,53.3,22.61,5.67,1,1,0,1,1,1,5,1
2348,海悅,35.13,8.96,53.14,15.49,33.19,35.31,55.23,36.45,42.54,58.96,54.04,59.05,51.12,26.02,39.85,62.71,63.52,71.08,24,40.73,33.39,38.19,27.53,3.85,68.6,14.85,5.61,1,1,1,1,1,1,6,1
2349,錸德,-10.62,-1.19,9.03,-14.41,-8.89,-21.1,-7.47,-1.21,3.19,5.85,6.92,13.34,15.87,37.96,44.26,46.7,47.38,45.44,-23.46,-13.19,-33.06,-12.19,-1.69,0,7.54,3.27,0,0,0,0,0,1,0,1,-1
2351,順德,11.94,3.56,17.99,14.1,15.21,9.18,6.7,14.51,19.34,18.54,17.36,15.77,18.92,47.05,47.07,42.56,43.16,49.92,8.14,8.53,6.23,4.75,8.16,2.38,113.5,9.92,2.1,1,1,0,0,0,0,2,-1
2352,佳世達,13.25,2.66,13.25,16.05,11.5,10.03,11.9,16.76,11.93,12.35,13.58,13.99,14.41,65.54,66.73,64.69,65.48,64.66,4.13,2.86,2.6,3.32,4.64,1.39,27.1,17.6,5.13,1,1,0,1,1,1,5,1
2353,宏碁,8.39,1.69,10.89,4.84,4.96,4.35,10.15,17.64,10.69,10.66,10.55,10.87,11.66,63.22,61.69,62.08,66.32,69.26,1.18,1.2,1.1,2.22,3.54,1.21,21.85,3.67,5.54,0,1,0,1,1,0,3,0
2354,鴻準,6.22,5.01,8.45,8.26,7.82,6.76,4.28,3.99,9.65,9.5,9.97,6.17,6.97,37.53,36.3,34.01,34.79,36.34,6.74,6.44,7.05,4.47,4.24,2.56,45.3,0.83,5.65,0,1,0,1,1,0,3,0
2355,敬鵬,3.4,1.36,8.78,9.24,1.03,4.23,0.29,2.21,13.92,10.29,7.81,5.68,6.22,35.85,33.23,31.89,31.9,34.22,6.33,0.8,3.7,0.3,1.85,0.95,28.7,11.64,3.31,0,1,0,0,1,1,3,0
2356,英業達,9.33,1.83,4.61,7.26,9.12,8.43,11.45,10.41,5.36,4.71,4.56,4.15,4.29,71.77,71.95,70.5,72.97,77.22,0.93,1.05,0.97,1.29,1.14,1.54,22.7,12.46,6.78,0,1,0,1,1,1,4,0
2357,華碩,10.76,27.74,16.39,8.84,3.04,7.42,14.27,20.22,13.69,14.69,15.22,17.74,20.61,48.19,50.99,47.93,45.87,51.12,3.7,1.49,3.7,6.88,8.71,22.4,234,5.7,9.57,1,1,0,1,0,0,3,0
2358,廷鑫,4.56,0.56,8.49,5.59,6.61,0.1,0.86,9.62,4.32,7.91,6.61,9.75,13.86,52.22,51.99,58.44,61.38,55.42,1.39,3.02,0.06,0.54,5.71,0.11,16.05,10.53,0.69,0,1,0,0,1,1,3,0
2359,所羅門,4.09,1.03,20.42,1.35,6.67,7.39,0.62,4.4,20.28,19.77,20.55,21.15,20.36,19.79,21.59,20.66,24.89,36.91,1.62,8.02,9.66,0.86,5.55,0.86,23.3,23.75,3.69,0,1,1,0,1,1,4,0
2360,致茂,18.32,6.53,47.09,21.02,18.1,12.82,15.28,24.37,47.44,44.05,47.31,48.57,48.06,38.85,36.69,41.87,41.74,35.87,17.1,15.04,13.58,15.33,24.48,4.63,176.5,4.96,2.62,1,1,1,0,0,0,3,0
2362,藍天,2.77,1.87,22.77,1.68,3.46,2.63,1.67,4.43,22.89,26.67,23.06,21.52,19.69,62.39,62.78,60.36,57.7,54.75,3.45,7.36,4.9,3.3,6.66,0.99,31.35,9.1,3.16,0,1,1,0,1,0,3,0
2363,矽統,-2.25,-0.28,33.86,-3.99,-2.59,-3.21,-2.38,0.91,48.78,19.88,38.97,28.18,33.51,0.97,1.48,1.07,0.49,0.49,-130.93,-78.54,-100.78,-187.36,73.24,0.58,16.65,24.31,3.48,0,0,1,0,1,1,3,0
2364,倫飛,-16.2,-0.13,25.9,-45.42,-22.99,-28.17,6.06,9.51,17,25.46,27.34,29.79,29.93,64.56,70.73,77.88,78.06,74.66,-31.84,-9.24,-9.92,1.79,2.97,0.2,104.5,31.9,0.19,0,0,1,0,0,1,2,-1
2365,昆盈,3.05,0.42,25.66,1.18,2.87,4.81,4.69,1.7,21.51,22.2,28.35,31.18,25.05,32.73,32.07,14.71,18.81,17.75,1.81,4.71,9.63,8.89,3.7,0.28,10.7,6.26,2.62,0,1,1,0,1,0,3,0
2367,燿華,2.8,0.48,10.1,7.31,6.58,16.3,-13.67,-2.53,15.88,13.86,22.53,-0.02,-1.74,57.54,55.5,54.68,59.42,58.84,3.59,3.27,7.72,-9.98,-1.79,0.58,19.2,7.56,3.02,0,1,0,0,1,0,2,-1
2368,金像電,10.94,1.88,16.81,-3.87,3.3,1.82,25.15,28.32,9.82,14.57,13.11,22.61,23.94,68.01,66.73,65.73,57.2,54.36,-1.4,1.11,0.68,8.83,11,0.77,93.8,0,0.82,1,1,0,0,0,0,2,-1
2369,菱生,0.54,0.05,7.75,2.24,-3.2,-9.81,-3.12,16.59,10.98,4.57,-1.35,5.48,19.07,32.86,27.12,35.61,32.85,35.3,2.32,-3.73,-11.7,-2.99,12.05,0.55,12.95,4.71,4.25,0,1,0,0,1,0,2,-1
2371,大同,-17.63,-0.47,12.53,2.48,-51.31,-30.73,-19,10.43,15.64,-4.06,6.65,20,24.43,62.91,77.78,75.92,78.44,77.2,2.8,-54.92,-25.85,-15.76,8.68,0,31.85,1.57,0,0,0,0,0,1,0,1,-1
2373,震旦行,19.07,6.43,44.02,23.43,19.2,17.59,18.02,17.1,42.78,43.94,44.37,44.77,44.26,48.45,49.66,51.06,50.59,51.09,13.38,11.51,11.04,12.04,11.24,6,80.6,52.63,7.44,1,1,1,1,0,1,5,1
